doi,title,year,journal,systemType,anodeMaterials,cathodeMaterials,powerOutput,efficiency,qualityScore,parameterCompleteness,aiConfidence,reproducibilityScore,citationCount
10.1002/fuce.201600071,High Ratio Non‐Isolated DC–DC Converter for Hydrogen Battery Using a 50 kW PEM Fuel Cell,2016,Fuel Cells,MES,,,,96.5,,0.5,0.7,,5
10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,Fuel Cells,MFC,,electrode of a 50 cm<jats:sup>2</jats:sup> sized cell impact spatial and total cell performance at dry and wet humidification conditions,,,,0.25,0.7,,41
10.1002/fuce.201690008,<i>Harvesting Energy using Biocatalysts</i>,2016,Fuel Cells,,,,,,,,0.6,,4
10.1002/fuce.201700026,Fluid Dynamic Modeling for Microbial Fuel Cell Based Biosensor Optimization,2017,Fuel Cells,MFC,,single chamber microbial fuel cells (scmfcs) with an inner volume of 12,,,,0.375,0.7,,38
10.1002/fuce.201700034,Low Temperature Domestic Wastewater Treatment in a Microbial Electrolysis Cell with 1 m<sup>2</sup> Anodes: Towards System Scale‐Up,2017,Fuel Cells,MEC,,,,,,0.5,0.6,,108
10.1002/fuce.201700041,Direct Coupling of PEM Fuel Cell to Supercapacitors for Higher Durability and Better Energy Management,2018,Fuel Cells,BES,,,,6,,0.375,0.7,,22
10.1002/fuce.201700048,Three‐chamber Bioelectrochemical System for Biogas Upgrading and Nutrient Recovery,2017,Fuel Cells,BES,,,,,,0.25,1,,39
10.1002/fuce.201700076,Investigation of Spiral Flow‐Field Design on the Performance of a PEM Fuel Cell,2017,Fuel Cells,MFC,,,,,,0.25,0.7,,34
10.1002/fuce.201700099,Impact of Platinum Loading on Performance and Degradation of Polymer Electrolyte Fuel Cell Electrodes Studied in a Rainbow Stack,2017,Fuel Cells,MFC,,pt loadings below 0,,,,0.375,0.7,,49
10.1002/fuce.201700119,Optimization of PEM Fuel Cell Operation with High‐purity Hydrogen Produced by a Membrane Reactor,2018,Fuel Cells,MFC,pt‐ru catalyst,,,,,0.25,0.7,,4
10.1002/fuce.201700124,Polycyclic Aromatic Hydrocarbons (PAHs) Degradation and Detoxification of Water Environment in Single‐chamber Air‐cathode Microbial Fuel Cells (MFCs),2017,Fuel Cells,MFC,,microbial fuel cells (mfcs),,,,0.625,0.7,,44
10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,Fuel Cells,BES,,,,,,0.125,0.7,,2
10.1002/fuce.201700157,Control of PEM Fuel Cell Systems Using Interval Type‐2 Fuzzy PID Approach,2018,Fuel Cells,MFC,,,,,,0.25,0.7,,34
10.1002/fuce.201700172,"The Effect of Oxygen Mass Transfer on Aerobic Biocathode Performance, Biofilm Growth and Distribution in Microbial Fuel Cells",2018,Fuel Cells,MFC,and cathode (64 µw cm−2 peak power at an air flowrate of 1 l min−1) showed strong correlation with air flowrate,performance,,,,0.5,0.7,,24
10.1002/fuce.201700180,Application of Metal Foam as a Flow Field for PEM Fuel Cell Stack,2018,Fuel Cells,MFC,,,,,,0.25,0.7,,56
10.1002/fuce.201700226,Evaluation of the Effect of Position and Configuration of Electrodes in Benthic Microbial Fuel Cell,2018,Fuel Cells,MFC,,"[""Fe"",""Ni""]",,,,0.375,0.75,,13
10.1002/fuce.201700242,Vertically Aligned Platinum Copper Nanotubes as PEM Fuel Cell Cathode: Elaboration and Fuel Cell Test,2018,Fuel Cells,BES,,elaboration and fuel cell test,,,,0.375,0.7,,12
10.1002/fuce.201800009,"A New Method for Modulation, Control and Power Boosting in Microbial Fuel Cells",2018,Fuel Cells,MFC,and cathode chambers,chambers,,,,0.25,0.7,,15
10.1002/fuce.201800021,Effect of Amino Acid Addition in Marine Sediment on Electrochemical Performance in Microbial Fuel Cells,2018,Fuel Cells,MFC,in l‐methionine modified sediment presents better performance than others,,,,,0.375,0.7,,10
10.1002/fuce.201800023,Influence of the Cathode Catalyst Layer Void Volume on the Short‐term and Long‐term Performance of PEM Fuel Cell,2018,Fuel Cells,MFC,,Proton exchange membrane,,,,0.25,0.7,,4
10.1002/fuce.201800027,Continuous Bioelectricity Generation from Phenol‐Contaminated Water by Mediator‐Less Microbial Fuel Cells: A Comparative Study between Air‐Cathode and Bio‐Cathode Systems,2018,Fuel Cells,MFC,and bio‐cathode chambers were inoculated with aerobic activated sludge from an industrial wastewater treatment plant,and bio‐cathode systems,,,,0.5,0.7,,13
10.1002/fuce.201800073,Impedance Spectroscopy Study of the Dependence of High‐temperature Polymer Electrolyte Membrane Fuel Cell Parameters on Current,2018,Fuel Cells,MFC,,catalyst layer exhibit linear growth with current density,,,,0.25,0.7,,5
10.1002/fuce.201800089,Influence of Sludge Age on the Performance of a Cyclically Fed Microbial Fuel Cell Using Glycerol from Biodiesel,2018,Fuel Cells,MFC,compartment,,,,,0.5,0.7,,1
10.1002/fuce.201800099,3D‐printed Current Collector Plates: Simulation and Performance Evaluation in a Mini Fuel Cell,2018,Fuel Cells,BES,,,,,,0.25,0.7,,7
10.1002/fuce.201800112,Improving Electrochemical Performance of Carbon Felt Anode by Modifying With Akaganeite in Marine Benthic Microbial Fuel Cells,2019,Fuel Cells,MFC,by modifying with akaganeite in marine benthic microbial fuel cells,"[""carbon"",""Cu"",""iron"",""Fe"",""Ni""]",,,,0.625,0.7,,14
10.1002/fuce.201800120,Enhanced Performance of a Single Chamber Microbial Fuel Cell Using NiWO<sub>4</sub>/Reduced Graphene Oxide Coated Carbon Cloth Anode,2019,Fuel Cells,MFC,abstractmicrobial fuel cell (mfc) technology has potential to generate bioelectricity,"[""carbon"",""Fe"",""Ni""]",,,,0.5,0.7,,26
10.1002/fuce.201800127,The Effect of Potential Cycling on High Temperature PEM Fuel Cell with Different Flow Field Designs,2019,Fuel Cells,MEC,,flow field designs,,,,0.375,0.7,,18
10.1002/fuce.201800164,Direct One‐pot Synthesis of Carbon Supported Ag‐Pt Alloy Nanoparticles as High Performance Electrocatalyst for Fuel Cell Application,2019,Fuel Cells,MES,,of fuel cells,,,,0.375,0.7,,9
10.1002/fuce.201800167,One Step Synthesis of Tertiary Co‐doped Graphene Electrocatalyst Using Microalgae <i>Synechococcus elangatus</i> for Applying in Microbial Fuel Cell,2019,Fuel Cells,MFC,"[""graphene""]","[""Pt"",""Pt/C"",""carbon"",""Cu"",""Fe"",""Ni""]",,,,0.5,0.7,,8
10.1002/fuce.201800180,Promoting Effect of Tin on Binder‐Free CoSn<i><sub>x</sub></i>‐B/Ni‐foam Catalysts for Fuel Conversion Efficiency in Direct Borohydride Fuel Cell,2019,Fuel Cells,MES,catalysts for bor were prepared by chemical reduction method,,,,,0.125,0.7,,10
10.1002/fuce.201900051,Osmotic Pressure Compensated Solute Ectoine Improves Salt Tolerance of Microbial Cells in Microbial Fuel Cells,2019,Fuel Cells,MFC,of mfcs,"[""Ni""]",,,,0.375,0.7,,13
10.1002/fuce.201900066,Electrochemical Study of the Versatility of a Solid Cell Working both as Fuel Cell and Electrolysis Modes,2020,Fuel Cells,MES,,is tested both in fuel cell and electrolysis modes,,,,0.25,0.7,,2
10.1002/fuce.201900067,PEM‐Fuel Cell Catalyst Behavior between Room Temperature and Freezing Point,2019,Fuel Cells,MEC,,,,,,0.375,0.7,,10
10.1002/fuce.201900152,Conductive Magnetite Nanoparticles Enhance the Microbial Electrosynthesis of Acetate from CO<sub>2</sub> while Diverting Electrons away from Methanogenesis,2020,Fuel Cells,MFC,,,,,,,0.6,,29
10.1002/fuce.201900169,Innovative Perfluoropolyether‐Functionalized Gas Diffusion Layers with Enhanced Performance in Polymer Electrolyte Membrane Fuel Cells,2020,Fuel Cells,MFC,,,,,,0.5,0.7,,26
10.1002/fuce.201900173,Effects of Fuel Cell Operating Conditions on Proton Exchange Membrane Durability at Open‐Circuit Voltage,2020,Fuel Cells,MFC,,,,,,0.25,0.7,,55
10.1002/fuce.201900197,CFD Simulation of an Industrial PEM Fuel Cell with Local Degradation Effects,2020,Fuel Cells,BES,,,,,,0.375,0.7,,34
10.1002/fuce.201900210,Modification of PPy‐NW Anode by Carbon Dots for High‐performance Mini‐microbial Fuel Cells,2020,Fuel Cells,MFC,by carbon dots for high‐performance mini‐microbial fuel cells,,,,,0.125,0.7,,15
10.1002/fuce.201900246,Three‐dimensional Modeling and Performance Optimization of Proton Conducting Solid Oxide Electrolysis Cell▴,2020,Fuel Cells,BES,,,,,,0.125,0.65,,22
10.1002/fuce.202000051,Electricity Production in a Two Chamber Microbial Fuel Cell with Bioanodes and Biocathodes Catalyzed with Gold,2020,Fuel Cells,MFC,s and biocathodes catalyzed with gold,s catalyzed with gold,,,,0.5,0.7,,6
10.1002/fuce.202000132,Electricity generation in microbial fuel cell from wet torrefaction wastewater and locally developed corncob electrodes,2021,Fuel Cells,MFC,,"[""carbon"",""Cu"",""Ni""]",,1,,0.5,0.7,,9
10.1002/fuce.202000184,Gas diffusion layer wettability determination by cyclic voltammetry for automotive fuel cells,2021,Fuel Cells,MEC,,,,,,0.125,0.65,,10
10.1002/fuce.202000191,Pore‐scale analysis of a PEM fuel cell cathode including carbon cloth gas diffusion layer by lattice Boltzmann method,2021,Fuel Cells,BES,,Carbon cloth,,,,0.375,0.7,,11
10.1002/fuce.202100003,Improvement of biofilm formation for application in a single chamber microbial electrolysis cell,2021,Fuel Cells,MEC,,,,,,0.375,0.7,,6
10.1002/fuce.202100048,Solid oxide cell electrolytes deposited by atmospheric suspension plasma spraying at high velocity and high temperature,2023,Fuel Cells,MEC,,,,,,0.125,0.7,,2
10.1002/fuce.202100109,Developing a novel direct liquid fuel cell based on pulping liquors,2022,Fuel Cells,BES,,,,,,0.375,0.7,,4
10.1002/fuce.202200027,Influence of cycle repetition on stack voltage degradation during fuel cell stress tests,2022,Fuel Cells,MEC,,,,,,0.25,0.7,,7
10.1002/fuce.202200074,"Performance evaluation of <i>Tagetes erecta</i> plant microbial fuel cell using the composite ceramic anode of rice‐husk, mild‐steel dust, and soil",2022,Fuel Cells,MFC,of rice‐husk,,1400,,,0.625,0.7,0.290322580645161,1
10.1002/fuce.202200086,Economical and sustainable microbial peroxide‐producing cell utilizing domestic sewage water and its contemporaneous treatment,2022,Fuel Cells,MES,"[""GO""]","[""Fe"",""Ni""]",,85,,0.75,0.85,,6
10.1002/fuce.202200088,Electrochemical impedance spectroscopy studies of the buffered and non‐buffered microbial fuel cell,2023,Fuel Cells,MFC,,"[""Cu"",""Fe"",""Ni""]",,5.41,,0.375,0.7,,4
10.1002/fuce.202200101,Microbial peroxide‐producing cell coupled in‐situ enzymatic depolymerization for lignin biorefinery,2022,Fuel Cells,MES,,chamber,,,,0.25,0.7,,3
10.1002/fuce.202200106,Remaining useful lifetime prediction methods of proton exchange membrane fuel cell based on convolutional neural network‐long short‐term memory and convolutional neural network‐bidirectional long short‐term memory,2022,Fuel Cells,BES,,,,,,0.125,0.65,,23
10.1002/fuce.202200188,A parametric numerical study on the performance of polymer electrolyte membrane fuel cell with intermediate‐blocked interdigitated flow field designs,2023,Fuel Cells,MFC,,side,,,,0.25,0.7,,7
10.1002/fuce.202300100,Stainless steel bipolar plates with rectangular micro channels by additive manufacturing: Effect channel width on fuel cell performance,2023,Fuel Cells,MES,,,,,,0.25,0.7,,2
10.1002/fuce.202300136,The impact of baffle and taper channel tilt angle on the output performance of proton‐exchange membrane fuel cells,2024,Fuel Cells,MFC,,,,,,0.25,0.7,,14
10.1002/fuce.202300231,Electrowetland Pilot of 50 m2: Operation and Characterization Under Real Conditions for 1 Year,2024,Fuel Cells,MFC,,,,,,0.625,0.7,,1
10.1002/fuce.202300241,Impact of electrode arrangement and electrical connections on the power generation of ceramic membrane microbial fuel cell,2024,Fuel Cells,MFC,and cathode components,components,,,,0.5,0.7,,2
10.1002/fuce.202300263,Development of Accelerated Durability Test Protocols for Polymer Electrolyte Membrane Fuel Cell Stacks Under Realistic Operating Conditions,2024,Fuel Cells,MEC,,,,,,0.25,0.7,,8
10.1002/fuce.202400035,Multi‐Array Tubular Microbial Fuel Cell‐Based Biosensor with Membrane Electrode Assembled Air‐Cathodes,2024,Fuel Cells,MFC,,,,,,0.25,0.7,,0
10.1002/fuce.202400053,Co‐Substrate and Phosphate Buffer Enhanced Atrazine Degradation and Electricity Generation in a Bioelectrochemical System,2024,Fuel Cells,MFC,,,,,,0.375,1,,1
10.1002/fuce.202400069,Nanofiber/Nanoparticle Electrodes for Ultra‐low Platinum Fuel Cells via Simultaneous Foam Electrospinning and Electrospraying,2025,Fuel Cells,MES,,,,,,0.375,1,,2
10.1002/fuce.202400088,Photosynthesis Characterization of Mutant Algae and Enhanced Carbon Fixation of Algae–Bacteria Symbiosis Treating Municipal Wastewater,2024,Fuel Cells,BES,,"[""Pt"",""carbon"",""Cu"",""Ni""]",,2.1,,0.5,0.7,,2
10.1002/fuce.202400128,Performance Study of Microbial Electrolysis Cell Treatment of Sulfate‐Containing Wastewater Under Flow Conditions,2024,Fuel Cells,MEC,,microorganisms,,,,0.5,0.7,,2
10.1002/fuce.70035,A Hybrid MPPT Algorithm for Fuel Cell Stack Based on Fuzzy Rules and Genetic Particle Swarm Optimization,2025,Fuel Cells,MFC,,,,,,0.125,0.65,,1
10.1002/fuce.70045,Artificial Intelligence‐Integrated Microbial Fuel Cell: A Self‐Sustained Biosensor for Predictive Heavy Metal Toxicity Detection,2026,Fuel Cells,MFC,,,,,,0.25,0.65,,0
10.1002/gas.21803,International Economics: India's Lack of Electricity Is Major Impediment,2014,Natural Gas &amp; Electricity,MES,,,,,,0,0.8,,0
10.1002/gas.21839,Solar and Storage Offerings Have Long‐Term Implications for Electricity Markets,2015,Natural Gas &amp; Electricity,MES,,,,,,0,0.8,,1
10.1002/gas.21861,Electricity and Telecommunications Nexus Could Mean Increased Costs for Utilities,2015,Natural Gas &amp; Electricity,MES,,,,,,0.125,1,,1
10.1002/gas.21868,Mexico Begins Reorganization of Wholesale Electricity Market,2015,Natural Gas &amp; Electricity,MES,,,,,,0.125,0.9,,2
10.1002/gas.21895,"With Cheap Batteries, Can Electricity Storage Threaten Natural Gas Sales?",2016,Natural Gas &amp; Electricity,MES,,,,,,0,0.9,,0
10.1002/gas.21900,El Niño's Uneven Disruption of World's Electricity Systems,2016,Natural Gas &amp; Electricity,MES,,,,,,0,0.8,,0
10.1002/gas.21943,Mandating Low‐Carbon Fuels to Reshape a Regional Electricity Market,2016,Natural Gas &amp; Electricity,MES,,,,,,0,0.9,,0
10.1002/gas.21946,High Levels of Solar Electricity Require More Gas‐Supply Flexibility,2016,Natural Gas &amp; Electricity,MES,,,,,,0.125,1,,2
10.1002/gas.21951,When Worlds Collide: Universal Challenges in Natural Gas and Electricity Markets,2016,Natural Gas &amp; Electricity,MES,,,,,,0.125,0.8,,1
10.1002/gas.21954,Successful Cybersecurity Programs for Natural Gas and Electricity Becoming Critical,2017,Natural Gas &amp; Electricity,MES,,,,,,0.125,0.7,,0
10.1002/gas.21976,"Climate Change, “Grid Neutrality,” and Electricity Distributors",2017,Natural Gas &amp; Electricity,MES,,,,,,0.125,0.9,,1
10.1002/gas.21998,"Electricity Prices Have Dropped, Natural Gas and Renewable Generation Make Gains",2017,Natural Gas &amp; Electricity,MES,,,,,,0,0.9,,0
10.1002/gas.22000,Electricity Deregulation Under Siege,2017,Natural Gas &amp; Electricity,MES,,,,,,0,0.7,,0
10.1002/gas.22025,Electricity Deregulation Under Siege II: Temptation of the Kleptocrats,2017,Natural Gas &amp; Electricity,MES,,,,,,0.125,0.9,,0
10.1002/gas.22031,Resilience Finally Debuts in Electricity Markets and Raises 2018 Questions,2018,Natural Gas &amp; Electricity,MES,,,,,,0,0.9,,0
10.1002/gas.22076,"Wholesale Electricity Less Competitive, Price Regulation Tighter",2018,Natural Gas &amp; Electricity,MES,,,,,,0.125,1,,1
10.1002/gas.22097,Environmentally Friendly Electricity Can Come From Municipal Waste,2019,Natural Gas &amp; Electricity,MES,,,,,,0.125,0.8,,0
10.1002/gas.22170,Price Elasticity and Electricity Rate Design,2020,Natural Gas &amp; Electricity,MES,,,,,,0,0.8,,0
